{'text': '@BSNLCorporate @CMDBSNL @Secretary_DoT @DoT_India : If I were in your place, I would make an automated system to pi… https://t.co/8MsUwFcJwc', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate @DoT_India @Secretary_DoT @manojsinhabjp This harassment(4months) and a wait of 5 months is now came… https://t.co/EhQQEPQWgW', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate Whether I will get bills through email for last two months  today ?', 'sentiment': 'neutral'}
{'text': '@nitins_inbox @BSNLCorporate Congratulations Nitin ji\nYou have surrendered your landline in June 2018 and I am surr… https://t.co/immUgAtO6x', 'sentiment': 'neutral'}
{'text': '@PankajSanam @BSNLCorporate @CMDBSNL You started it first...', 'sentiment': 'positive'}
{'text': '@BSNLCorporate @BSNL_KL @bsnlapcicle @CMDBSNL A new bsnl customer from Telangana CIRCLE ROAMING IN KERALA.UNABLE TO… https://t.co/YyUrIgNIPo', 'sentiment': 'positive'}
{'text': 'In the era of 21st Century.. we are unable to make calls to BSNL TO JIO OR JIO TO BSNL Mobiles and Landlines..\n\nI g… https://t.co/VjIMvO0gsC', 'sentiment': 'negative'}
{'text': '@manojsinhabjp @DoT_India @BSNLCorporate @BSNL_OR My FTTH Voice facility on 06632977000 hasn’t been activated since… https://t.co/IJ8GTrNt94', 'sentiment': 'neutral'}
{'text': '@BSNL_UPE ,@BSNLCorporate .. I have submitted application for annual bill mode on 21 jan 2019 for 05171 221237 but… https://t.co/RdNanworfb', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate Hello sir i hv a broadband connection and my land line no. is 07366248544 since last 6 month my conn… https://t.co/nUjCc4hIA6', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate sir, I am not getting my bill for 0651-2972064 on my registered email id since last two month. Will… https://t.co/X47MaPJED2', 'sentiment': 'neutral'}
{'text': '@BSNL_UPE @BSNLCorporate ... No net connectivity on 05283-266169 for one month. No phone received by lineman, JTO C… https://t.co/tuTK5IPdko', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate I recharged for plan 373 with unlimited data at 3.5mbps.. But I am on a different plan with 3gb data… https://t.co/T5jYIN6nmW', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate As per AO(TR)  Sir send your bank account , IFC code , contact number for refund of security deposit… https://t.co/mBmaPwq45X', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate Sir, The bill issued is of March,2019.  Rebate for non working period will be given separately plz.', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate @CMDBSNL @BSNL_UKD  my broadband out of order since 15 days. No assistance from ur end. Kindly help. BB no 01382-229203', 'sentiment': 'positive'}
{'text': "@BSNLCorporate Thanks, I will replace the adsl splitter. These splitter have been installed while I'm giving a conn… https://t.co/aWSkxtLdKQ", 'sentiment': 'positive'}
{'text': '@BSNLCorporate Bsnl services are worst at present. I have no broadband for 15 days, and, yet they do nothing to fix… https://t.co/e5Ropj7Rje', 'sentiment': 'negative'}
{'text': '@BSNLCorporate Ok. Thank you', 'sentiment': 'positive'}
{'text': '@DoctorBone1 @CMDBSNL @BSNLCorporate @aajtak @IndiaToday @chitraaum @manakgupta @ndtvindia @ndtv @TheQuint… https://t.co/CDvHLKE10z', 'sentiment': 'neutral'}
{'text': '@narendramodi @BSNLCorporate plz provide proper network in my area.\nNo network connection 2G/3G and 4G is not launc… https://t.co/E56G3yaVXf', 'sentiment': 'neutral'}
{'text': '@PMOIndia @BSNLCorporate please provide proper network in my area.\nNo network connection 2G/3G and 4G is not launch… https://t.co/viVGHuCkXj', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate Not a case sir. Remember what you commit to me.', 'sentiment': 'neutral'}
{'text': 'RT @savebsnlindia: Revive BSNL -- Stop Outsourcing of Tower Maintenance.\n#SaveBSNL\n\n@narendramodi \n@narendramodi_in  \n@PMOIndia\n@manojsinha…', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate \nWith lots of pain and frustration i am writing this mail to you.\n\nI have registered the complaint 3… https://t.co/8T0F1Tlm1k', 'sentiment': 'negative'}
{'text': '@BSNLCorporate I have been seen till date more than 95% negative comment on every activity and tweet of BSNL. \n\nPeo… https://t.co/hViKS8mZDl', 'sentiment': 'positive'}
{'text': '@BSNLCorporate ok. Written application on a normal paper will be fine?', 'sentiment': 'positive'}
{'text': '@BSNLCorporate Sent video and photo status Internet not working', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate Hello sir/mam, I am from assam , district karimganj .\nExchange office patharkandi .\nMy landline numb… https://t.co/CylQ0AQwQ0', 'sentiment': 'negative'}
{'text': "RT @BSNLCorporate: #DoYouKnow @facebook is the world's third most-viewed website in the world, with @Google talking first position and @You…", 'sentiment': 'positive'}
{'text': "@DoT_India @BSNLCorporate Now you don't need to do anything.. i have already repaired my internet with the help of… https://t.co/2IX6Xmnz2f", 'sentiment': 'neutral'}
{'text': '@BSNLCorporate Some Time = How Long Time ??', 'sentiment': 'negative'}
{'text': 'BSNLIndia \u2066@BSNL_KTK\u2069 \u2066@BSNLCorporate\u2069 sending video still not working please check at your end https://t.co/joQwxxtqQS', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate @the_hindu Good joke of the year.', 'sentiment': 'positive'}
{'text': '@DoT_India @BSNLCorporate Still Not Working ..Please help Mee\nLandline no.: 02462-236074\nBill already paid\nPlease h… https://t.co/QYW6Zr0sa2', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate Sir, adsl port has been reset at higher speed on 22-4-2019.  Now you will experience improvement in… https://t.co/7y6nitiW27', 'sentiment': 'positive'}
{'text': '@BSNLCorporate There is no issue as the subscriber recharge with PV36 for validity by 4 times on 07.04.2017 and acc… https://t.co/kyIIPqFxag', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate @trai @DoT_India @rsprasad is this your digital india i had asked for ftth in my village and this wa… https://t.co/ydbgmI3yP1', 'sentiment': 'neutral'}
{'text': "RT @BSNLCorporate: Enjoy India's largest #WiFi #Hotspost network at an attractive price. Available at leading public places, tourists place…", 'sentiment': 'positive'}
{'text': "@nanduponnu @BSNLCorporate Don't criticise bsnl otherwise they will register a police complaint against you.", 'sentiment': 'negative'}
{'text': '@BSNLCorporate @cgm_mh_bsnl @PMSalveBSNLNSK @BSNL_MH @BSNLMH_Nashik @DoT_India instead of bashing government do your work...', 'sentiment': 'neutral'}
{'text': '@DoT_India @BSNLCorporate What action @BSNLCorporate @BSNL_CG_Circle is taking in my matter. Once again request you… https://t.co/LplgGa8JpX', 'sentiment': 'positive'}
{'text': '@BSNLCorporate Providing connection to my house is your duty and you are asking me that wire from atal seva kendra… https://t.co/1V6eNhxsVH', 'sentiment': 'neutral'}
{'text': "@nanduponnu @BSNLCorporate They have time to threaten you for police case but don't have time to resolve the compla… https://t.co/eM9YwgS5dN", 'sentiment': 'neutral'}
{'text': '@BSNLCorporate Problem Resolved.', 'sentiment': 'neutral'}
{'text': 'Many time passed, but problem not solved.\n@BSNLCorporate https://t.co/9sUKTf5d2L', 'sentiment': 'positive'}
{'text': '@bsnlpune @BSNLCorporate @cgm_mh_bsnl @bsnl I cannot publish my personal data here. Is there a phone  number or ema… https://t.co/lt6CuMNWmj', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate Yes sir, I know you have given reply earlier but here I just remember to you, what promise you have… https://t.co/Mu3nWlpDCr', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate Dear customer, Your grievance is forwarded to officer concern for immediate remedial action . Sorry for inconvenience', 'sentiment': 'negative'}
{'text': '@JioCare @BSNLCorporate i want fibre connection in my area , BSNL already done fibre wireing in my village but they… https://t.co/doDbXpto4K', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate Currently 4G Sims available at CTO building Kolkata 700001 can BSNL confirm? @BSNL_WB', 'sentiment': 'positive'}
{'text': '@BSNLCorporate This is Faridabad Sector 28 area.', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate Thank You. i will submit it soon.', 'sentiment': 'neutral'}
{'text': '@manojsinhabjp BSNL has reduced BB data speeds to low on my same plan as last year. @BSNLCorporate had informed via… https://t.co/B0aWuo4VLd', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate @CMDBSNL @Secretary_DoT @DoT_India : If I were in your place, I would make an automated system to pi… https://t.co/8MsUwFcJwc', 'sentiment': 'neutral'}
{'text': "@BSNLCorporate @CMDBSNL @Secretary_DoT @DoT_India : Tell me how to block 4 digit series &amp; that's 9999 numbers! You… https://t.co/gvQj9cMWgG", 'sentiment': 'neutral'}
{'text': '@BSNLCorporate Thanks..  but InFuture please try to minimize restoration time which is all long period', 'sentiment': 'positive'}
{'text': '@BSNLCorporate Please improve your English vocabulary', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate @BSNL_GJ Our landline is not working since last 10 days in Vastral area from Odhav Circle, Ahmedabad… https://t.co/V9YuQt1gEJ', 'sentiment': 'neutral'}
{'text': '@souvik_sarkar86 @BSNLCorporate Souvik ji, I am belong to Maharashtra and I am surrendered my landline on Nov 2016… https://t.co/VoUTwMckPR', 'sentiment': 'neutral'}
{'text': '@BSNL_GJ Our landline is not working since last 10 days in Vastral area from Odhav Circle, Ahmedabad, Gujarat.\nNo o… https://t.co/G2FoXvyBgX', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate   now  bsnl   network  coverage is  working ok. Sometime  network  interrupted  due to  ofc cut of t… https://t.co/LXKDRlHtxq', 'sentiment': 'positive'}
{'text': '@BSNLCorporate REMINDER -1 \nSir, My land line number 02187-248305,My complain @ phone is not resolved since last th… https://t.co/CX68mqVYjb', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate @bsnl_tt @bsnl_ap_circle why does BSNL mention that there is a UPS provided when they have no intent… https://t.co/5LIspKvb4r', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate Have you @DoT_India saw this tweet..? \nNo optical fiber cable is available at @bsnl_tt to provide th… https://t.co/ntGdpKFm1f', 'sentiment': 'positive'}
{'text': '@BSNLCorporate @BSNL_TN issue is still not resolved. How do i escalate? Worst customer service by @BSNLCorporate', 'sentiment': 'negative'}
{'text': '@BSNLCorporate Complaint attended and forwarded to concern will resolve shortly', 'sentiment': 'negative'}
{'text': '@BSNLCorporate Issue is still not resolved. How do i escalate? BSNL the Worst customer service', 'sentiment': 'negative'}
{'text': '@BSNLCorporate I have sent my number in the direct message.. I would appreciate if this can be corrected immediately!', 'sentiment': 'positive'}
{'text': '@BSNLCorporate My address is SRM University, Modinagar,Ghaziabad, Uttar Pradesh.\nNo. 9456375703', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate Spoken to TDM Sager target time fifteen days after fifteen days assured to give connection', 'sentiment': 'neutral'}
{'text': 'I want to get port my number from idea to bsnl please help me how can i \n@BSNL_HR @BSNLCorporate  number is 8950444758.', 'sentiment': 'neutral'}
{'text': 'RT @kashifkashu: Stop giving personal details of customer in your tweets, u did it second time\n@BSNLCorporate @BSNL_RJ #BSNL', 'sentiment': 'neutral'}
{'text': 'RT @kashifkashu: 1024318308 Please discontinue this service right now\n@BSNLCorporate @BSNL_RJ #BSNL', 'sentiment': 'positive'}
{'text': '@BSNLCorporate Is it for me? 9893107741', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate @DoT_India Thanks', 'sentiment': 'positive'}
{'text': '@BSNLCorporate Yes. Thank you.', 'sentiment': 'neutral'}
{'text': "@BSNLCorporate It's been faulty for last 4 days, they should have repaired it on Saturday itself. Bsnl service is p… https://t.co/EPvMKP9siD", 'sentiment': 'neutral'}
{'text': '@BSNLCorporate @ZeeNews @PMOIndia @abpnewstv @aajtak \nThat is bsnl work more than 10 time talk after w8', 'sentiment': 'positive'}
{'text': '@BSNLCorporate my ftth 0422_2980066 not working for last 10 days complaint lodged no response.much delay suffers.\nVishnu ,9442542594', 'sentiment': 'negative'}
{'text': '@BSNLCorporate R/sir,kindly send your address and mobile no for further query', 'sentiment': 'neutral'}
{'text': "@BSNLCorporate Why don't you reply to problems raised? My cell 9893107741", 'sentiment': 'neutral'}
{'text': '@BSNLCorporate It is not blasphemy to violate rules to give service to an old ailing person. This rule is  not sacr… https://t.co/8jhZIVWA6y', 'sentiment': 'positive'}
{'text': '@BSNLCorporate sir, your problem has been solved.sorry for the inconvenience caused.', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate @CMDBSNL do u justify this reply?', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate sir, department disburse after availability of fund.', 'sentiment': 'neutral'}
{'text': '@BSNL_BR @BSNLCorporate @aajtak\n@aajtak @TRAI\n\nDear BSNL BIHAR CIRCLE,\nIs it is reasonable?\n\nBSNL is charging RS.10… https://t.co/pxcwp3fyg7', 'sentiment': 'positive'}
{'text': '@BSNLCorporate I already got a FTTH connection (033 2971 9005). I need to change the plan on my current copper wire… https://t.co/jpBQzmpU7O', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate Okay Sir', 'sentiment': 'positive'}
{'text': '@BSNLCorporate we are operating a #Manufacturing unit inVillage Turkewadi, Taluka #Chandgad, Dist. #Kolhapur.we nee… https://t.co/JXTPkusoLH', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate But still  nothing happened.\nNo one called and no one came. Phone is dead. Now its 4th day.', 'sentiment': 'negative'}
{'text': '@BSNL_UPW @BSNLCorporate I got new Connections This month but from last 10 days Connection not working.We Have COMP… https://t.co/hW2VE0Mswb', 'sentiment': 'positive'}
{'text': '@BSNLCorporate Area Pin code 735214.', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate I Want BSNL 4G Mobile Tower in My Residence Home.', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate But when????', 'sentiment': 'neutral'}
{'text': 'RT @BSNLCorporate: #DoYouKnow The number of monthly active Instagram users has grown to one billion according to the latest social media st…', 'sentiment': 'positive'}
{'text': '@BSNLCorporate  In my home bsnl landline phone is failed and i inform your office many time ,phone is not changed', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate my service request for pH 040-24094199 with service no. 120709410322 has been open for very long and… https://t.co/yAsC5j4MmR', 'sentiment': 'negative'}
{'text': '@BSNLCorporate my landline 01424-226933 was disconnected on 2 feb19.but i hv received an outstanding biil of rs 12… https://t.co/XiyD8ViYG7', 'sentiment': 'positive'}
{'text': '@BSNLCorporate Thank you.. One QQ.. Can we expect 4G in BSNL', 'sentiment': 'neutral'}
{'text': "@BSNLCorporate @haryanabsnl  so fix this issue soon otherwise you'll lose one more customer this month because of y… https://t.co/5r0NYhtNrL", 'sentiment': 'positive'}
{'text': '@BSNLCorporate @haryanabsnl my internet is not working from last few days I called bsnl exchange Kurukshetra 5 time… https://t.co/XqIjrqZLRy', 'sentiment': 'negative'}
{'text': "RT @SudhirMete: @BSNLCorporate @BSNL_MH @CMDBSNL\n\nBSNL doesn't have ethics anymore.\nSurely if this is the working style then it will get cl…", 'sentiment': 'positive'}
{'text': '@BSNLCorporate @DoT_India @Secretary_DoT @manojsinhabjp This harassment(4months) and a wait of 5 months is now came… https://t.co/EhQQEPQWgW', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate Whether I will get bills through email for last two months  today ?', 'sentiment': 'neutral'}
{'text': '@nitins_inbox @BSNLCorporate Congratulations Nitin ji\nYou have surrendered your landline in June 2018 and I am surr… https://t.co/immUgAtO6x', 'sentiment': 'neutral'}
{'text': '@PankajSanam @BSNLCorporate @CMDBSNL You started it first...', 'sentiment': 'positive'}
{'text': '@BSNLCorporate @BSNL_KL @bsnlapcicle @CMDBSNL A new bsnl customer from Telangana CIRCLE ROAMING IN KERALA.UNABLE TO… https://t.co/YyUrIgNIPo', 'sentiment': 'positive'}
{'text': 'In the era of 21st Century.. we are unable to make calls to BSNL TO JIO OR JIO TO BSNL Mobiles and Landlines..\n\nI g… https://t.co/VjIMvO0gsC', 'sentiment': 'negative'}
{'text': '@manojsinhabjp @DoT_India @BSNLCorporate @BSNL_OR My FTTH Voice facility on 06632977000 hasn’t been activated since… https://t.co/IJ8GTrNt94', 'sentiment': 'neutral'}
{'text': '@BSNL_UPE ,@BSNLCorporate .. I have submitted application for annual bill mode on 21 jan 2019 for 05171 221237 but… https://t.co/RdNanworfb', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate Hello sir i hv a broadband connection and my land line no. is 07366248544 since last 6 month my conn… https://t.co/nUjCc4hIA6', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate sir, I am not getting my bill for 0651-2972064 on my registered email id since last two month. Will… https://t.co/X47MaPJED2', 'sentiment': 'neutral'}
{'text': '@BSNL_UPE @BSNLCorporate ... No net connectivity on 05283-266169 for one month. No phone received by lineman, JTO C… https://t.co/tuTK5IPdko', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate I recharged for plan 373 with unlimited data at 3.5mbps.. But I am on a different plan with 3gb data… https://t.co/T5jYIN6nmW', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate As per AO(TR)  Sir send your bank account , IFC code , contact number for refund of security deposit… https://t.co/mBmaPwq45X', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate Sir, The bill issued is of March,2019.  Rebate for non working period will be given separately plz.', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate @CMDBSNL @BSNL_UKD  my broadband out of order since 15 days. No assistance from ur end. Kindly help. BB no 01382-229203', 'sentiment': 'positive'}
{'text': "@BSNLCorporate Thanks, I will replace the adsl splitter. These splitter have been installed while I'm giving a conn… https://t.co/aWSkxtLdKQ", 'sentiment': 'positive'}
{'text': '@BSNLCorporate Bsnl services are worst at present. I have no broadband for 15 days, and, yet they do nothing to fix… https://t.co/e5Ropj7Rje', 'sentiment': 'negative'}
{'text': '@BSNLCorporate Ok. Thank you', 'sentiment': 'positive'}
{'text': '@DoctorBone1 @CMDBSNL @BSNLCorporate @aajtak @IndiaToday @chitraaum @manakgupta @ndtvindia @ndtv @TheQuint… https://t.co/CDvHLKE10z', 'sentiment': 'neutral'}
{'text': '@narendramodi @BSNLCorporate plz provide proper network in my area.\nNo network connection 2G/3G and 4G is not launc… https://t.co/E56G3yaVXf', 'sentiment': 'neutral'}
{'text': '@PMOIndia @BSNLCorporate please provide proper network in my area.\nNo network connection 2G/3G and 4G is not launch… https://t.co/viVGHuCkXj', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate Not a case sir. Remember what you commit to me.', 'sentiment': 'neutral'}
{'text': 'RT @savebsnlindia: Revive BSNL -- Stop Outsourcing of Tower Maintenance.\n#SaveBSNL\n\n@narendramodi \n@narendramodi_in  \n@PMOIndia\n@manojsinha…', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate \nWith lots of pain and frustration i am writing this mail to you.\n\nI have registered the complaint 3… https://t.co/8T0F1Tlm1k', 'sentiment': 'negative'}
{'text': '@BSNLCorporate I have been seen till date more than 95% negative comment on every activity and tweet of BSNL. \n\nPeo… https://t.co/hViKS8mZDl', 'sentiment': 'positive'}
{'text': '@BSNLCorporate ok. Written application on a normal paper will be fine?', 'sentiment': 'positive'}
{'text': '@BSNLCorporate Sent video and photo status Internet not working', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate Hello sir/mam, I am from assam , district karimganj .\nExchange office patharkandi .\nMy landline numb… https://t.co/CylQ0AQwQ0', 'sentiment': 'negative'}
{'text': "RT @BSNLCorporate: #DoYouKnow @facebook is the world's third most-viewed website in the world, with @Google talking first position and @You…", 'sentiment': 'positive'}
{'text': "@DoT_India @BSNLCorporate Now you don't need to do anything.. i have already repaired my internet with the help of… https://t.co/2IX6Xmnz2f", 'sentiment': 'neutral'}
{'text': '@BSNLCorporate Some Time = How Long Time ??', 'sentiment': 'negative'}
{'text': 'BSNLIndia \u2066@BSNL_KTK\u2069 \u2066@BSNLCorporate\u2069 sending video still not working please check at your end https://t.co/joQwxxtqQS', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate @the_hindu Good joke of the year.', 'sentiment': 'positive'}
{'text': '@DoT_India @BSNLCorporate Still Not Working ..Please help Mee\nLandline no.: 02462-236074\nBill already paid\nPlease h… https://t.co/QYW6Zr0sa2', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate Sir, adsl port has been reset at higher speed on 22-4-2019.  Now you will experience improvement in… https://t.co/7y6nitiW27', 'sentiment': 'positive'}
{'text': '@BSNLCorporate There is no issue as the subscriber recharge with PV36 for validity by 4 times on 07.04.2017 and acc… https://t.co/kyIIPqFxag', 'sentiment': 'neutral'}
{'text': '@BSNLCorporate @trai @DoT_India @rsprasad is this your digital india i had asked for ftth in my village and this wa… https://t.co/ydbgmI3yP1', 'sentiment': 'neutral'}
{'text': "RT @BSNLCorporate: Enjoy India's largest #WiFi #Hotspost network at an attractive price. Available at leading public places, tourists place…", 'sentiment': 'positive'}
{'text': "@nanduponnu @BSNLCorporate Don't criticise bsnl otherwise they will register a police complaint against you.", 'sentiment': 'negative'}
{'text': '@BSNLCorporate @cgm_mh_bsnl @PMSalveBSNLNSK @BSNL_MH @BSNLMH_Nashik @DoT_India instead of bashing government do your work...', 'sentiment': 'neutral'}
